text	sentiment
she argues that the artist is the watchdog for the public , questioning what is good or evil in society , something that bad science has completely ignored . 	1
geoffrey , impatient to get ahead with his research , feels bogged down by the bureaucrats in his firm who fail to provide him with the three chimps he needs to experiment on , as he contacts one of the company's higher ups to argue his case , but decides he can't wait any longer for their help , so he sets an animal trap in the countryside and catches chester , the gorgeous pet dog of frances , a dog that means so much to her and her family because he saved her life . 	1
while out in the field with the bloodied trapped dog already in the back seat of his car , he is spotted by alex and one of his co-workers , and nervously invites them to dinner with his wife , afraid that alex will spot what he is doing , as he rushes away from the area . 	1
in the dinner scene that was , unfortunately , flatly done , but was nevertheless the heart of the film , as all the main characters get a chance to speak out from the point of view they represent as they eat meat , a means of getting protein that the radical scientists have eschewed since they became so politically correct about everything . 	1
the scientists engage in a rational argument , highlighting their different points of view , while lillian reacts in an emotional way , siding mostly with david's view but coming at it from a much different angle . 	1
it was as if the actors were puppets on strings that the director controlled and they just spewed out their generalized philosophies . 	1
that the director's point of view is absolutely right , is beside the point . 	1
the point is that the characters lost their humanity and became one-dimensional characters . 	1
geoffrey was likened to a hideous monster , alex vine was likened to his last name , the one who holds fast to the ground ensuring that the plant has stability , while lillian was likened to the muse of poetry and art , the inspiration for goodness and beauty . 	1
alex has been spending a lot of time together with lillian , as these two seem to share the same views and are physically attracted to each other , but when the time is ripe for an affair to take place between them , lillian changes her mind and decides not to go up to alex's apartment . 	1
geoffrey is already suspicious of alex and considers him an enemy , and the marriage seems to be coming apart and all his cunning tricks to possess her are no longer working , as it is now impossible to see any good in him and there becomes no reason why she would remain with him . 	1
the relationship has disintegrated way beyond the point of her just feeling lonely . 	1
the dog is discovered by alex and her in a deplorable state after geoffrey is seen by them electrically shocking it , and mercifully the dog dies . 	1
the only thing left for her to do is walk out of the marriage , but she also fails to respond to david's loving gesture for her to stay with him , instead opting to head back to the city . 	1
